id,name,deepbias_detected,deep_label,prob_unif,prob_centre,prob_disc,prob_bounds,prob_gaps_clusters,status
788c565d-2a13-4b9d-a236-de35c5cfed90,PSODEOptimizer,True,disc,0.48231626,0.001229434,0.24609439,0.21554466,0.05481521,ok
46c3d907-95ed-4342-acda-29fbd3a67486,PSODEOptimizer,True,disc,0.64805996,0.00872277,0.18439251,0.117466316,0.041358415,ok
d6a98865-d987-4ac8-9c7b-b47ac0c3c1b7,PSODEOptimizer,True,disc,0.50258833,0.0013940405,0.23172522,0.20017537,0.06411703,ok
6c6a2049-be6a-428a-8d28-d030990122d8,PSODEOptimizer,True,disc,0.49325424,0.001664222,0.2340559,0.2062588,0.06476678,ok
e9f94225-743a-40d7-9d35-33b66453e528,PSODEOptimizer,True,disc,0.49957737,0.0013827304,0.22805555,0.20643386,0.06455045,ok
60523c78-2566-4fe0-b24a-1d3849718559,PSODEOptimizer,True,disc,0.49957737,0.0013827304,0.22805555,0.20643386,0.06455045,ok
579288e0-f225-48f1-9150-9c72923341d6,PSODEOptimizer,True,bounds,0.26186648,4.857989e-05,0.19616164,0.4912722,0.050651122,ok
55c88259-5638-4f06-b40d-106b9226d97a,PSODEOptimizer,True,disc,0.48658818,0.00052882417,0.24648397,0.22090383,0.045495205,ok
4f833de7-d8bf-453d-bec4-4e55d2e9baf8,PSODEOptimizer,True,disc,0.49957737,0.0013827304,0.22805555,0.20643386,0.06455045,ok
9f7b27f2-8d2c-451e-a7f7-a29a3fa61483,PSODEOptimizer,True,disc,0.52157646,0.0016982628,0.25429523,0.16237834,0.06005175,ok
1da5b878-002f-48d6-9177-afb4fc756e03,PSODEOptimizer,True,disc,0.46926275,0.001350591,0.30730623,0.16565242,0.056428038,ok
91115adf-3de0-4e76-a2fa-4732224283d8,PSODEOptimizer,True,disc,0.47014302,0.0014907398,0.28561127,0.18720508,0.055549882,ok
b2d704e5-9c0b-45b5-b87a-9a502297b5f4,PSODEOptimizer,True,disc,0.4786467,0.00042098638,0.2547871,0.20760027,0.058544982,ok
